Pitch,Position,Velocity,Length
48.0,0.0,100,832.08
72.0,480.0,100,240.0
74.0,720.0,100,240.0
75.0,960.0,100,480.0
79.0,1440.0,100,480.0
83.0,1920.0,100,480.0
84.0,2400.0,100,480.0
46.0,2880.0,100,960.0
84.0,3360.0,100,480.0
74.0,3840.0,100,240.0
54.0,3840.0,100,480.0
76.0,4080.0,100,240.0
78.0,4320.0,100,240.0
57.0,4320.0,100,480.0
79.0,4560.0,100,240.0
81.0,4800.0,100,480.0
54.0,4800.0,100,480.0
72.0,5280.0,100,480.0
50.0,5280.0,100,480.0
70.0,5760.0,100,480.0
55.0,5760.0,100,480.0
79.0,6240.0,100,480.0
51.0,6240.0,100,480.0
69.0,6720.0,100,480.0
48.0,6720.0,100,480.0
78.0,7200.0,100,480.0
50.0,7200.0,100,480.0
36.0,7680.0,100,960.0
67.0,8160.0,100,240.0
69.0,8400.0,100,240.0
70.0,8640.0,100,480.0
74.0,9120.0,100,480.0
78.0,9600.0,100,480.0
79.0,10080.0,100,480.0
34.0,10560.0,100,960.0
79.0,11040.0,100,480.0
39.0,11520.0,100,960.0
67.0,12000.0,100,240.0
69.0,12240.0,100,240.0
70.0,12480.0,100,480.0
74.0,12960.0,100,480.0
78.0,13440.0,100,480.0
79.0,13920.0,100,480.0
38.0,14400.0,100,960.0
79.0,14880.0,100,480.0
43.0,15360.0,100,960.0
67.0,15840.0,100,240.0
69.0,16080.0,100,240.0
70.0,16320.0,100,480.0
74.0,16800.0,100,480.0
78.0,17280.0,100,480.0
79.0,17760.0,100,480.0
41.0,18240.0,100,960.0
79.0,18720.0,100,480.0
41.0,19200.0,100,960.0
72.0,19680.0,100,240.0
74.0,19920.0,100,240.0
75.0,20160.0,100,480.0
79.0,20640.0,100,480.0
83.0,21120.0,100,480.0
84.0,21600.0,100,480.0
39.0,22080.0,100,960.0
84.0,22560.0,100,480.0
44.0,23040.0,100,960.0
72.0,23520.0,100,240.0
74.0,23760.0,100,240.0
75.0,24000.0,100,480.0
79.0,24480.0,100,480.0
83.0,24960.0,100,480.0
84.0,25440.0,100,480.0
43.0,25920.0,100,960.0
84.0,26400.0,100,480.0
39.0,26880.0,100,960.0
79.0,27360.0,100,240.0
75.0,27600.0,100,240.0
71.0,27840.0,100,480.0
72.0,28320.0,100,480.0
51.0,28320.0,100,240.0
50.0,28560.0,100,240.0
51.0,28800.0,100,960.0
78.0,29280.0,100,240.0
79.0,29520.0,100,240.0
83.0,29760.0,100,480.0
84.0,30240.0,100,480.0
39.0,30240.0,100,480.0
77.0,30720.0,100,480.0
41.0,30720.0,100,960.0
80.0,31200.0,100,240.0
77.0,31440.0,100,240.0
72.0,31680.0,100,480.0
73.0,32160.0,100,480.0
53.0,32160.0,100,240.0
52.0,32400.0,100,240.0
53.0,32640.0,100,960.0
79.0,33120.0,100,240.0
80.0,33360.0,100,240.0
84.0,33600.0,100,480.0
85.0,34080.0,100,480.0
41.0,34080.0,100,480.0
36.0,34560.0,100,960.0
77.0,34800.0,100,240.0
75.0,35040.0,100,240.0
74.0,35280.0,100,240.0
72.0,35520.0,100,240.0
70.0,35760.0,100,240.0
69.0,36000.0,100,240.0
67.0,36240.0,100,240.0
66.0,36480.0,100,240.0
38.0,36480.0,100,960.0
67.0,36720.0,100,240.0
69.0,36960.0,100,240.0
63.0,37200.0,100,240.0
62.0,37440.0,100,480.0
72.0,37920.0,100,480.0
72.0,38400.0,100,240.0
44.0,38400.0,100,480.0
70.0,38640.0,100,240.0
68.0,38880.0,100,240.0
43.0,38880.0,100,480.0
70.0,39120.0,100,240.0
72.0,39360.0,100,240.0
41.0,39360.0,100,480.0
68.0,39600.0,100,240.0
72.0,39840.0,100,240.0
39.0,39840.0,100,480.0
67.0,40080.0,100,240.0
66.0,40320.0,100,240.0
38.0,40320.0,100,480.0
64.0,40560.0,100,240.0
66.0,40800.0,100,240.0
48.0,40800.0,100,480.0
75.0,41040.0,100,240.0
66.0,41280.0,100,240.0
45.0,41280.0,100,480.0
74.0,41520.0,100,240.0
66.0,41760.0,100,240.0
50.0,41760.0,100,480.0
72.0,42000.0,100,240.0
63.0,42240.0,100,240.0
36.0,42240.0,100,960.0
65.0,42480.0,100,240.0
63.0,42720.0,100,240.0
62.0,42960.0,100,240.0
63.0,43200.0,100,240.0
68.0,43440.0,100,240.0
67.0,43680.0,100,240.0
38.0,43680.0,100,480.0
66.0,43920.0,100,240.0
67.0,44160.0,100,240.0
39.0,44160.0,100,960.0
68.0,44400.0,100,240.0
67.0,44640.0,100,240.0
66.0,44880.0,100,240.0
67.0,45120.0,100,240.0
73.0,45360.0,100,240.0
72.0,45600.0,100,240.0
41.0,45600.0,100,480.0
71.0,45840.0,100,240.0
68.0,46080.0,100,240.0
41.0,46080.0,100,960.0
72.0,46320.0,100,240.0
70.0,46560.0,100,240.0
68.0,46800.0,100,240.0
77.0,47040.0,100,240.0
44.0,47040.0,100,960.0
68.0,47280.0,100,240.0
67.0,47520.0,100,240.0
65.0,47760.0,100,240.0
66.0,48000.0,100,240.0
46.0,48000.0,100,960.0
68.0,48240.0,100,240.0
66.0,48480.0,100,240.0
65.0,48720.0,100,240.0
66.0,48960.0,100,240.0
71.0,49200.0,100,240.0
70.0,49440.0,100,240.0
48.0,49440.0,100,480.0
69.0,49680.0,100,240.0
74.0,49920.0,100,240.0
46.0,49920.0,100,960.0
72.0,50160.0,100,240.0
70.0,50400.0,100,240.0
72.0,50640.0,100,240.0
74.0,50880.0,100,240.0
34.0,50880.0,100,960.0
70.0,51120.0,100,240.0
74.0,51360.0,100,240.0
68.0,51600.0,100,240.0
67.0,51840.0,100,240.0
39.0,51840.0,100,480.0
65.0,52080.0,100,240.0
67.0,52320.0,100,240.0
50.0,52320.0,100,480.0
77.0,52560.0,100,240.0
67.0,52800.0,100,240.0
48.0,52800.0,100,480.0
75.0,53040.0,100,240.0
67.0,53280.0,100,240.0
46.0,53280.0,100,480.0
74.0,53520.0,100,240.0
63.0,53760.0,100,240.0
48.0,53760.0,100,960.0
67.0,54000.0,100,240.0
72.0,54240.0,100,240.0
71.0,54480.0,100,240.0
72.0,54720.0,100,240.0
43.0,54720.0,100,960.0
67.0,54960.0,100,240.0
68.0,55200.0,100,240.0
66.0,55440.0,100,240.0
67.0,55680.0,100,240.0
47.0,55680.0,100,960.0
71.0,55920.0,100,240.0
74.0,56160.0,100,240.0
72.0,56400.0,100,240.0
74.0,56640.0,100,240.0
43.0,56640.0,100,960.0
67.0,56880.0,100,240.0
68.0,57120.0,100,240.0
66.0,57360.0,100,240.0
68.0,57600.0,100,240.0
36.0,57600.0,100,960.0
72.0,57840.0,100,240.0
70.0,58080.0,100,240.0
68.0,58320.0,100,240.0
77.0,58560.0,100,240.0
48.0,58560.0,100,960.0
68.0,58800.0,100,240.0
67.0,59040.0,100,240.0
65.0,59280.0,100,240.0
64.0,59520.0,100,240.0
43.0,59520.0,100,960.0
73.0,59760.0,100,240.0
72.0,60000.0,100,240.0
70.0,60240.0,100,240.0
79.0,60480.0,100,240.0
52.0,60480.0,100,960.0
70.0,60720.0,100,240.0
68.0,60960.0,100,240.0
67.0,61200.0,100,240.0
74.0,61440.0,100,240.0
34.0,61440.0,100,960.0
71.0,61680.0,100,240.0
70.0,61920.0,100,240.0
68.0,62160.0,100,240.0
77.0,62400.0,100,240.0
34.0,62400.0,100,960.0
71.0,62640.0,100,240.0
70.0,62880.0,100,240.0
68.0,63120.0,100,240.0
62.0,63360.0,100,240.0
34.0,63360.0,100,960.0
71.0,63600.0,100,240.0
70.0,63840.0,100,240.0
68.0,64080.0,100,240.0
77.0,64320.0,100,240.0
71.0,64560.0,100,240.0
70.0,64800.0,100,240.0
68.0,65040.0,100,240.0
75.0,65280.0,100,240.0
48.0,65280.0,100,960.0
74.0,65520.0,100,240.0
72.0,65760.0,100,240.0
74.0,66000.0,100,240.0
75.0,66240.0,100,240.0
36.0,66240.0,100,960.0
72.0,66480.0,100,240.0
75.0,66720.0,100,240.0
70.0,66960.0,100,240.0
68.0,67200.0,100,240.0
41.0,67200.0,100,480.0
67.0,67440.0,100,240.0
68.0,67680.0,100,240.0
51.0,67680.0,100,480.0
79.0,67920.0,100,240.0
68.0,68160.0,100,240.0
50.0,68160.0,100,480.0
77.0,68400.0,100,240.0
68.0,68640.0,100,240.0
48.0,68640.0,100,480.0
75.0,68880.0,100,240.0
77.0,69120.0,100,240.0
49.0,69120.0,100,480.0
75.0,69360.0,100,240.0
73.0,69600.0,100,240.0
48.0,69600.0,100,480.0
75.0,69840.0,100,240.0
77.0,70080.0,100,240.0
46.0,70080.0,100,480.0
73.0,70320.0,100,240.0
77.0,70560.0,100,240.0
44.0,70560.0,100,480.0
72.0,70800.0,100,240.0
70.0,71040.0,100,240.0
43.0,71040.0,100,480.0
68.0,71280.0,100,240.0
70.0,71520.0,100,240.0
53.0,71520.0,100,480.0
80.0,71760.0,100,240.0
70.0,72000.0,100,240.0
52.0,72000.0,100,480.0
79.0,72240.0,100,240.0
70.0,72480.0,100,240.0
55.0,72480.0,100,480.0
77.0,72720.0,100,240.0
76.0,72960.0,100,240.0
36.0,72960.0,100,960.0
73.0,73200.0,100,240.0
72.0,73440.0,100,240.0
70.0,73680.0,100,240.0
79.0,73920.0,100,240.0
36.0,73920.0,100,960.0
73.0,74160.0,100,240.0
72.0,74400.0,100,240.0
70.0,74640.0,100,240.0
64.0,74880.0,100,240.0
36.0,74880.0,100,960.0
73.0,75120.0,100,240.0
72.0,75360.0,100,240.0
70.0,75600.0,100,240.0
79.0,75840.0,100,240.0
73.0,76080.0,100,240.0
72.0,76320.0,100,240.0
70.0,76560.0,100,240.0
38.0,76800.0,100,960.0
82.0,77040.0,100,240.0
80.0,77280.0,100,240.0
79.0,77520.0,100,240.0
77.0,77760.0,100,240.0
75.0,78000.0,100,240.0
74.0,78240.0,100,240.0
72.0,78480.0,100,240.0
71.0,78720.0,100,240.0
43.0,78720.0,100,960.0
72.0,78960.0,100,240.0
74.0,79200.0,100,240.0
68.0,79440.0,100,240.0
67.0,79680.0,100,240.0
77.0,79920.0,100,240.0
75.0,80160.0,100,240.0
74.0,80400.0,100,240.0
80.0,80640.0,100,240.0
41.0,80640.0,100,960.0
79.0,80880.0,100,240.0
77.0,81120.0,100,240.0
79.0,81360.0,100,240.0
80.0,81600.0,100,240.0
53.0,81600.0,100,960.0
77.0,81840.0,100,240.0
80.0,82080.0,100,240.0
75.0,82320.0,100,240.0
73.0,82560.0,100,240.0
58.0,82560.0,100,480.0
72.0,82800.0,100,240.0
73.0,83040.0,100,240.0
44.0,83040.0,100,480.0
84.0,83280.0,100,240.0
73.0,83520.0,100,240.0
43.0,83520.0,100,480.0
82.0,83760.0,100,240.0
73.0,84000.0,100,240.0
41.0,84000.0,100,480.0
80.0,84240.0,100,240.0
70.0,84480.0,100,240.0
55.0,84480.0,100,960.0
74.0,84720.0,100,240.0
79.0,84960.0,100,240.0
78.0,85200.0,100,240.0
79.0,85440.0,100,240.0
38.0,85440.0,100,960.0
74.0,85680.0,100,240.0
75.0,85920.0,100,240.0
73.0,86160.0,100,240.0
74.0,86400.0,100,240.0
54.0,86400.0,100,960.0
78.0,86640.0,100,240.0
81.0,86880.0,100,240.0
79.0,87120.0,100,240.0
81.0,87360.0,100,240.0
38.0,87360.0,100,960.0
74.0,87600.0,100,240.0
75.0,87840.0,100,240.0
73.0,88080.0,100,240.0
67.0,88320.0,100,240.0
48.0,88320.0,100,960.0
72.0,88560.0,100,240.0
75.0,88800.0,100,240.0
74.0,89040.0,100,240.0
75.0,89280.0,100,240.0
43.0,89280.0,100,960.0
67.0,89520.0,100,240.0
68.0,89760.0,100,240.0
66.0,90000.0,100,240.0
67.0,90240.0,100,240.0
47.0,90240.0,100,960.0
74.0,90480.0,100,240.0
77.0,90720.0,100,720.0
43.0,91200.0,100,960.0
80.0,91440.0,100,240.0
79.0,91680.0,100,240.0
77.0,91920.0,100,240.0
77.0,92160.0,100,240.0
47.0,92160.0,100,960.0
68.0,92400.0,100,240.0
67.0,92640.0,100,720.0
50.0,93120.0,100,960.0
69.0,93360.0,100,240.0
71.0,93600.0,100,240.0
72.0,93840.0,100,240.0
74.0,94080.0,100,240.0
43.0,94080.0,100,960.0
64.0,94320.0,100,240.0
65.0,94560.0,100,720.0
47.0,95040.0,100,960.0
68.0,95280.0,100,240.0
67.0,95520.0,100,240.0
65.0,95760.0,100,240.0
80.0,96000.0,100,240.0
41.0,96000.0,100,960.0
73.0,96240.0,100,240.0
72.0,96480.0,100,720.0
39.0,96960.0,100,960.0
75.0,97200.0,100,240.0
77.0,97440.0,100,240.0
79.0,97680.0,100,240.0
77.0,97920.0,100,240.0
38.0,97920.0,100,960.0
72.0,98160.0,100,240.0
71.0,98400.0,100,720.0
43.0,98880.0,100,960.0
68.0,99120.0,100,240.0
67.0,99360.0,100,240.0
65.0,99600.0,100,240.0
75.0,99840.0,100,240.0
48.0,99840.0,100,960.0
68.0,100080.0,100,240.0
67.0,100320.0,100,720.0
46.0,100800.0,100,960.0
70.0,101040.0,100,240.0
72.0,101280.0,100,240.0
74.0,101520.0,100,240.0
72.0,101760.0,100,240.0
45.0,101760.0,100,960.0
67.0,102000.0,100,240.0
66.0,102240.0,100,720.0
38.0,102720.0,100,960.0
87.0,102960.0,100,240.0
86.0,103200.0,100,240.0
84.0,103440.0,100,240.0
76.0,103680.0,100,240.0
36.0,103680.0,100,960.0
74.0,103920.0,100,240.0
72.0,104160.0,100,480.0
48.0,104640.0,100,960.0
67.0,104880.0,100,240.0
68.0,105120.0,100,240.0
70.0,105360.0,100,240.0
64.0,105600.0,100,240.0
43.0,105600.0,100,960.0
73.0,105840.0,100,240.0
72.0,106080.0,100,240.0
70.0,106320.0,100,240.0
79.0,106560.0,100,240.0
52.0,106560.0,100,960.0
70.0,106800.0,100,240.0
68.0,107040.0,100,240.0
67.0,107280.0,100,240.0
70.0,107520.0,100,240.0
43.0,107520.0,100,960.0
69.0,107760.0,100,240.0
67.0,108000.0,100,480.0
46.0,108480.0,100,960.0
66.0,108720.0,100,240.0
67.0,108960.0,100,240.0
69.0,109200.0,100,240.0
70.0,109440.0,100,240.0
51.0,109440.0,100,960.0
74.0,109680.0,100,240.0
72.0,109920.0,100,240.0
70.0,110160.0,100,240.0
75.0,110400.0,100,240.0
43.0,110400.0,100,960.0
74.0,110640.0,100,240.0
72.0,110880.0,100,240.0
70.0,111120.0,100,240.0
75.0,111360.0,100,240.0
36.0,111360.0,100,960.0
74.0,111600.0,100,240.0
72.0,111840.0,100,480.0
51.0,112320.0,100,960.0
71.0,112560.0,100,240.0
72.0,112800.0,100,240.0
74.0,113040.0,100,240.0
75.0,113280.0,100,240.0
56.0,113280.0,100,960.0
79.0,113520.0,100,240.0
77.0,113760.0,100,240.0
75.0,114000.0,100,240.0
80.0,114240.0,100,240.0
36.0,114240.0,100,960.0
79.0,114480.0,100,240.0
77.0,114720.0,100,240.0
75.0,114960.0,100,240.0
75.0,115200.0,100,240.0
48.0,115200.0,100,960.0
74.0,115440.0,100,240.0
72.0,115680.0,100,480.0
51.0,116160.0,100,960.0
71.0,116400.0,100,240.0
72.0,116640.0,100,240.0
74.0,116880.0,100,240.0
75.0,117120.0,100,240.0
56.0,117120.0,100,960.0
79.0,117360.0,100,240.0
77.0,117600.0,100,240.0
75.0,117840.0,100,240.0
80.0,118080.0,100,240.0
48.0,118080.0,100,960.0
79.0,118320.0,100,240.0
77.0,118560.0,100,240.0
75.0,118800.0,100,240.0
72.0,119040.0,100,480.0
39.0,119040.0,100,480.0
67.0,119520.0,100,480.0
36.0,119520.0,100,480.0
77.0,120000.0,100,240.0
43.0,120000.0,100,480.0
75.0,120240.0,100,240.0
74.0,120480.0,100,240.0
43.0,120480.0,100,480.0
72.0,120720.0,100,240.0
72.0,120960.0,100,240.0
54.0,120960.0,100,960.0
45.0,120960.0,100,960.0
74.0,121200.0,100,240.0
75.0,121440.0,100,240.0
72.0,121680.0,100,240.0
75.0,121920.0,100,240.0
74.0,122160.0,100,240.0
72.0,122400.0,100,240.0
70.0,122640.0,100,240.0
77.0,122880.0,100,240.0
38.0,122880.0,100,960.0
80.0,123120.0,100,240.0
70.0,123360.0,100,480.0
53.0,123840.0,100,960.0
72.0,124080.0,100,240.0
74.0,124320.0,100,240.0
75.0,124560.0,100,240.0
77.0,124800.0,100,240.0
58.0,124800.0,100,960.0
80.0,125040.0,100,240.0
79.0,125280.0,100,240.0
77.0,125520.0,100,240.0
82.0,125760.0,100,240.0
38.0,125760.0,100,960.0
80.0,126000.0,100,240.0
79.0,126240.0,100,240.0
77.0,126480.0,100,240.0
79.0,126720.0,100,240.0
39.0,126720.0,100,960.0
77.0,126960.0,100,240.0
75.0,127200.0,100,240.0
77.0,127440.0,100,240.0
79.0,127680.0,100,240.0
51.0,127680.0,100,960.0
75.0,127920.0,100,240.0
79.0,128160.0,100,240.0
73.0,128400.0,100,240.0
72.0,128640.0,100,240.0
44.0,128640.0,100,480.0
70.0,128880.0,100,240.0
72.0,129120.0,100,240.0
55.0,129120.0,100,480.0
82.0,129360.0,100,240.0
72.0,129600.0,100,240.0
53.0,129600.0,100,480.0
80.0,129840.0,100,240.0
72.0,130080.0,100,240.0
51.0,130080.0,100,480.0
79.0,130320.0,100,240.0
67.0,130560.0,100,240.0
39.0,130560.0,100,960.0
76.0,130800.0,100,240.0
75.0,131040.0,100,240.0
73.0,131280.0,100,240.0
82.0,131520.0,100,240.0
39.0,131520.0,100,960.0
76.0,131760.0,100,240.0
75.0,132000.0,100,240.0
73.0,132240.0,100,240.0
67.0,132480.0,100,240.0
39.0,132480.0,100,960.0
76.0,132720.0,100,240.0
75.0,132960.0,100,240.0
73.0,133200.0,100,240.0
82.0,133440.0,100,240.0
76.0,133680.0,100,240.0
75.0,133920.0,100,240.0
73.0,134160.0,100,240.0
72.0,134400.0,100,240.0
44.0,134400.0,100,960.0
75.0,134640.0,100,240.0
74.0,134880.0,100,240.0
72.0,135120.0,100,240.0
71.0,135360.0,100,240.0
53.0,135360.0,100,960.0
72.0,135600.0,100,240.0
74.0,135840.0,100,240.0
75.0,136080.0,100,240.0
77.0,136320.0,100,240.0
50.0,136320.0,100,960.0
80.0,136560.0,100,240.0
79.0,136800.0,100,240.0
77.0,137040.0,100,240.0
79.0,137280.0,100,240.0
47.0,137280.0,100,960.0
77.0,137520.0,100,240.0
75.0,137760.0,100,240.0
74.0,138000.0,100,240.0
79.0,138240.0,100,240.0
39.0,138240.0,100,960.0
77.0,138480.0,100,240.0
79.0,138720.0,100,240.0
75.0,138960.0,100,240.0
79.0,139200.0,100,240.0
51.0,139200.0,100,960.0
74.0,139440.0,100,240.0
79.0,139680.0,100,240.0
72.0,139920.0,100,240.0
71.0,140160.0,100,240.0
50.0,140160.0,100,960.0
69.0,140400.0,100,240.0
71.0,140640.0,100,240.0
80.0,140880.0,100,240.0
71.0,141120.0,100,240.0
43.0,141120.0,100,960.0
79.0,141360.0,100,240.0
71.0,141600.0,100,240.0
77.0,141840.0,100,240.0
75.0,142080.0,100,240.0
36.0,142080.0,100,960.0
74.0,142320.0,100,240.0
75.0,142560.0,100,240.0
79.0,142800.0,100,240.0
71.0,143040.0,100,240.0
53.0,143040.0,100,960.0
69.0,143280.0,100,240.0
71.0,143520.0,100,240.0
79.0,143760.0,100,240.0
72.0,144000.0,100,240.0
51.0,144000.0,100,960.0
71.0,144240.0,100,240.0
72.0,144480.0,100,240.0
79.0,144720.0,100,240.0
74.0,144960.0,100,240.0
55.0,144960.0,100,960.0
72.0,145200.0,100,240.0
74.0,145440.0,100,240.0
77.0,145680.0,100,240.0
69.0,145920.0,100,240.0
41.0,145920.0,100,960.0
78.0,146160.0,100,240.0
77.0,146400.0,100,240.0
75.0,146640.0,100,240.0
84.0,146880.0,100,240.0
41.0,146880.0,100,960.0
78.0,147120.0,100,240.0
77.0,147360.0,100,240.0
75.0,147600.0,100,240.0
69.0,147840.0,100,240.0
41.0,147840.0,100,960.0
78.0,148080.0,100,240.0
77.0,148320.0,100,240.0
75.0,148560.0,100,240.0
84.0,148800.0,100,240.0
78.0,149040.0,100,240.0
77.0,149280.0,100,240.0
75.0,149520.0,100,240.0
74.0,149760.0,100,240.0
55.0,149760.0,100,960.0
79.0,150000.0,100,240.0
82.0,150240.0,100,240.0
81.0,150480.0,100,240.0
82.0,150720.0,100,240.0
38.0,150720.0,100,960.0
74.0,150960.0,100,240.0
75.0,151200.0,100,240.0
73.0,151440.0,100,240.0
74.0,151680.0,100,240.0
54.0,151680.0,100,960.0
81.0,151920.0,100,240.0
84.0,152160.0,100,720.0
38.0,152640.0,100,960.0
75.0,152880.0,100,240.0
74.0,153120.0,100,240.0
72.0,153360.0,100,240.0
70.0,153600.0,100,240.0
49.0,153600.0,100,960.0
71.0,153840.0,100,240.0
70.0,154080.0,100,240.0
69.0,154320.0,100,240.0
70.0,154560.0,100,240.0
78.0,154800.0,100,240.0
77.0,155040.0,100,240.0
43.0,155040.0,100,480.0
76.0,155280.0,100,240.0
77.0,155520.0,100,480.0
44.0,155520.0,100,480.0
72.0,156000.0,100,480.0
41.0,156000.0,100,480.0
82.0,156480.0,100,240.0
48.0,156480.0,100,480.0
80.0,156720.0,100,240.0
80.0,156960.0,100,60.0
36.0,156960.0,100,480.0
77.0,157200.0,100,240.0
82.0,157440.0,100,240.0
43.0,157440.0,100,480.0
84.0,157680.0,100,240.0
86.0,157920.0,100,240.0
46.0,157920.0,100,480.0
79.0,158160.0,100,240.0
82.0,158400.0,100,240.0
48.0,158400.0,100,480.0
81.0,158640.0,100,240.0
79.0,158880.0,100,240.0
50.0,158880.0,100,480.0
78.0,159120.0,100,240.0
79.0,159360.0,100,240.0
51.0,159360.0,100,480.0
82.0,159600.0,100,240.0
73.0,159840.0,100,720.0
55.0,159840.0,100,480.0
58.0,160320.0,100,480.0
76.0,160560.0,100,240.0
74.0,160800.0,100,240.0
52.0,160800.0,100,480.0
73.0,161040.0,100,240.0
70.0,161280.0,100,240.0
55.0,161280.0,100,480.0
74.0,161520.0,100,240.0
79.0,161760.0,100,240.0
51.0,161760.0,100,480.0
81.0,162000.0,100,240.0
82.0,162240.0,100,480.0
48.0,162240.0,100,480.0
82.0,162720.0,100,80.16000000000001
50.0,162720.0,100,480.0
81.0,162960.0,100,240.0
79.0,163200.0,100,240.0
51.0,163200.0,100,960.0
72.0,163440.0,100,240.0
71.0,163680.0,100,720.0
50.0,164160.0,100,960.0
74.0,164400.0,100,240.0
75.0,164640.0,100,240.0
77.0,164880.0,100,240.0
72.0,165120.0,100,240.0
32.0,165120.0,100,960.0
71.0,165360.0,100,240.0
72.0,165600.0,100,240.0
76.0,165840.0,100,240.0
77.0,166080.0,100,480.0
44.0,166080.0,100,960.0
80.0,166560.0,100,720.0
38.0,167040.0,100,960.0
72.0,167280.0,100,240.0
71.0,167520.0,100,720.0
53.0,168000.0,100,960.0
72.0,168240.0,100,240.0
74.0,168480.0,100,240.0
75.0,168720.0,100,240.0
75.0,168960.0,100,240.0
48.0,168960.0,100,480.0
79.0,169200.0,100,240.0
84.0,169440.0,100,240.0
44.0,169440.0,100,480.0
86.0,169680.0,100,240.0
87.0,169920.0,100,480.0
41.0,169920.0,100,480.0
86.0,170400.0,100,480.0
43.0,170400.0,100,480.0
84.0,170880.0,100,240.0
44.0,170880.0,100,960.0
77.0,171120.0,100,240.0
76.0,171360.0,100,720.0
43.0,171840.0,100,960.0
79.0,172080.0,100,240.0
80.0,172320.0,100,240.0
82.0,172560.0,100,240.0
75.0,172800.0,100,240.0
48.0,172800.0,100,960.0
74.0,173040.0,100,240.0
75.0,173280.0,100,240.0
79.0,173520.0,100,240.0
84.0,173760.0,100,480.0
58.0,173760.0,100,960.0
87.0,174240.0,100,720.0
57.0,174720.0,100,960.0
79.0,174960.0,100,240.0
78.0,175200.0,100,720.0
55.0,175680.0,100,960.0
79.0,175920.0,100,240.0
81.0,176160.0,100,240.0
82.0,176400.0,100,240.0
84.0,176640.0,100,240.0
54.0,176640.0,100,960.0
75.0,176880.0,100,240.0
74.0,177120.0,100,720.0
57.0,177600.0,100,960.0
76.0,177840.0,100,240.0
78.0,178080.0,100,240.0
79.0,178320.0,100,240.0
81.0,178560.0,100,240.0
54.0,178560.0,100,960.0
71.0,178800.0,100,240.0
72.0,179040.0,100,720.0
50.0,179520.0,100,960.0
75.0,179760.0,100,240.0
74.0,180000.0,100,240.0
72.0,180240.0,100,240.0
79.0,180480.0,100,240.0
39.0,180480.0,100,960.0
77.0,180720.0,100,240.0
79.0,180960.0,100,240.0
82.0,181200.0,100,240.0
74.0,181440.0,100,240.0
56.0,181440.0,100,960.0
72.0,181680.0,100,240.0
74.0,181920.0,100,240.0
82.0,182160.0,100,240.0
75.0,182400.0,100,240.0
55.0,182400.0,100,960.0
74.0,182640.0,100,240.0
75.0,182880.0,100,240.0
82.0,183120.0,100,240.0
77.0,183360.0,100,240.0
58.0,183360.0,100,960.0
75.0,183600.0,100,240.0
77.0,183840.0,100,240.0
80.0,184080.0,100,240.0
80.0,184320.0,100,240.0
53.0,184320.0,100,960.0
79.0,184560.0,100,240.0
80.0,184800.0,100,240.0
84.0,185040.0,100,240.0
76.0,185280.0,100,240.0
46.0,185280.0,100,960.0
74.0,185520.0,100,240.0
76.0,185760.0,100,240.0
84.0,186000.0,100,240.0
77.0,186240.0,100,240.0
44.0,186240.0,100,960.0
76.0,186480.0,100,240.0
77.0,186720.0,100,240.0
84.0,186960.0,100,240.0
79.0,187200.0,100,240.0
48.0,187200.0,100,960.0
77.0,187440.0,100,240.0
79.0,187680.0,100,240.0
82.0,187920.0,100,240.0
71.0,188160.0,100,240.0
43.0,188160.0,100,960.0
80.0,188400.0,100,240.0
79.0,188640.0,100,240.0
77.0,188880.0,100,240.0
86.0,189120.0,100,240.0
43.0,189120.0,100,960.0
80.0,189360.0,100,240.0
79.0,189600.0,100,240.0
77.0,189840.0,100,240.0
71.0,190080.0,100,240.0
43.0,190080.0,100,960.0
80.0,190320.0,100,240.0
79.0,190560.0,100,240.0
77.0,190800.0,100,240.0
86.0,191040.0,100,240.0
80.0,191280.0,100,240.0
79.0,191520.0,100,240.0
77.0,191760.0,100,240.0
77.0,192000.0,100,240.0
50.0,192000.0,100,960.0
80.0,192240.0,100,240.0
79.0,192480.0,100,240.0
77.0,192720.0,100,240.0
76.0,192960.0,100,240.0
58.0,192960.0,100,960.0
77.0,193200.0,100,240.0
79.0,193440.0,100,240.0
80.0,193680.0,100,240.0
82.0,193920.0,100,240.0
55.0,193920.0,100,960.0
85.0,194160.0,100,240.0
84.0,194400.0,100,240.0
82.0,194640.0,100,240.0
84.0,194880.0,100,240.0
52.0,194880.0,100,960.0
82.0,195120.0,100,240.0
80.0,195360.0,100,240.0
79.0,195600.0,100,240.0
41.0,195840.0,100,960.0
82.0,196080.0,100,240.0
80.0,196320.0,100,240.0
79.0,196560.0,100,240.0
77.0,196800.0,100,240.0
75.0,197040.0,100,240.0
74.0,197280.0,100,240.0
72.0,197520.0,100,240.0
71.0,197760.0,100,240.0
43.0,197760.0,100,960.0
72.0,198000.0,100,240.0
74.0,198240.0,100,240.0
68.0,198480.0,100,240.0
67.0,198720.0,100,480.0
77.0,199200.0,100,480.0
